DATE,YEAR,MO,DY,CITY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2021-05-20,2021,5,20,Thiruvananthapuram,5.6957,27.13,88.75,2.84
2021-05-21,2021,5,21,Thiruvananthapuram,4.6642,26.59,90.23,2.69
2021-05-22,2021,5,22,Thiruvananthapuram,1.3058,27.18,91.12,3.1
2021-05-23,2021,5,23,Thiruvananthapuram,4.0706,27.43,89.23,3.19
2021-05-24,2021,5,24,Thiruvananthapuram,5.1154,27.13,90.2,3.77
2021-05-25,2021,5,25,Thiruvananthapuram,3.2681,27.09,85.33,5.07
2021-05-26,2021,5,26,Thiruvananthapuram,2.8462,26.5,87.65,5.84
2021-05-27,2021,5,27,Thiruvananthapuram,5.8039,27.49,83.26,6.04
2021-05-28,2021,5,28,Thiruvananthapuram,6.1786,27.94,85.23,4.97
2021-05-29,2021,5,29,Thiruvananthapuram,5.4269,27.69,85.22,4.96
2021-05-30,2021,5,30,Thiruvananthapuram,6.0989,27.59,85.41,5.04
2021-05-31,2021,5,31,Thiruvananthapuram,5.7233,27.71,86.03,5.07
2021-06-01,2021,6,1,Thiruvananthapuram,5.2066,27.45,85.78,4.34
2021-06-02,2021,6,2,Thiruvananthapuram,6.4543,27.64,86.22,4.08
2021-06-03,2021,6,3,Thiruvananthapuram,5.2109,27.65,89.86,4.44
2021-06-04,2021,6,4,Thiruvananthapuram,4.589,27.01,91.06,4.29
2021-06-05,2021,6,5,Thiruvananthapuram,1.2134,26.91,90.55,3.35
2021-06-06,2021,6,6,Thiruvananthapuram,5.4374,27.09,88.06,3.25
2021-06-07,2021,6,7,Thiruvananthapuram,6.5153,27.27,87.7,3.35
2021-06-08,2021,6,8,Thiruvananthapuram,4.2127,27.05,88.08,4.06
2021-06-09,2021,6,9,Thiruvananthapuram,5.4252,27.14,89.53,3.9
2021-06-10,2021,6,10,Thiruvananthapuram,6.301,27.08,88.13,4.31
2021-06-11,2021,6,11,Thiruvananthapuram,6.7087,27.1,86.56,4.08
2021-06-12,2021,6,12,Thiruvananthapuram,4.4323,27.23,87.52,4.72
2021-06-13,2021,6,13,Thiruvananthapuram,3.1774,26.64,88.29,4.26
2021-06-14,2021,6,14,Thiruvananthapuram,4.7131,26.53,88.75,4.18
2021-06-15,2021,6,15,Thiruvananthapuram,6.0672,27.17,85.8,5.3
2021-06-16,2021,6,16,Thiruvananthapuram,5.7007,27.16,86.34,5.34
2021-06-17,2021,6,17,Thiruvananthapuram,5.5759,27.2,88.42,4.51
2021-06-18,2021,6,18,Thiruvananthapuram,5.6081,27.15,87.84,4.09
2021-06-19,2021,6,19,Thiruvananthapuram,6.1709,26.94,85.79,4.23
2021-06-20,2021,6,20,Thiruvananthapuram,6.4728,26.77,87.1,4.24
2021-06-21,2021,6,21,Thiruvananthapuram,6.1121,26.72,88.84,4.07
2021-06-22,2021,6,22,Thiruvananthapuram,3.9547,26.55,92.11,3.91
2021-06-23,2021,6,23,Thiruvananthapuram,5.5118,26.6,91.85,2.93
2021-06-24,2021,6,24,Thiruvananthapuram,5.6122,26.43,91.27,3.39
2021-06-25,2021,6,25,Thiruvananthapuram,6.27,26.66,89.74,3.51
2021-06-26,2021,6,26,Thiruvananthapuram,6.3108,26.44,90.28,4.06
2021-06-27,2021,6,27,Thiruvananthapuram,5.5562,26.47,89.35,3.83
2021-06-28,2021,6,28,Thiruvananthapuram,4.7326,26.48,81.68,3.73
2021-06-29,2021,6,29,Thiruvananthapuram,6.7346,26.7,84.46,3.06
2021-06-30,2021,6,30,Thiruvananthapuram,6.4241,26.95,86.12,3.16
2021-07-01,2021,7,1,Thiruvananthapuram,5.165,27.04,89.38,3.94
2021-07-02,2021,7,2,Thiruvananthapuram,5.5337,27.06,86.57,3.68
2021-07-03,2021,7,3,Thiruvananthapuram,4.2422,26.31,88.44,4.39
2021-07-04,2021,7,4,Thiruvananthapuram,5.9465,26.33,91.25,3.81
2021-07-05,2021,7,5,Thiruvananthapuram,6.5126,26.19,89.2,4.24
2021-07-06,2021,7,6,Thiruvananthapuram,6.1097,26.47,88.85,3.86
2021-07-07,2021,7,7,Thiruvananthapuram,5.5166,26.46,88.69,3.79
2021-07-08,2021,7,8,Thiruvananthapuram,5.2344,26.59,90.54,4.3
2021-07-09,2021,7,9,Thiruvananthapuram,4.8317,25.97,89.19,5.39
2021-07-10,2021,7,10,Thiruvananthapuram,2.0004,25.9,87.19,6.29
2021-07-11,2021,7,11,Thiruvananthapuram,3.475,26.23,86.69,4.81
2021-07-12,2021,7,12,Thiruvananthapuram,5.4785,26.45,89.98,5.06
2021-07-13,2021,7,13,Thiruvananthapuram,5.7554,26.51,90.46,4.46
2021-07-14,2021,7,14,Thiruvananthapuram,4.9006,26.29,91.09,4.29
2021-07-15,2021,7,15,Thiruvananthapuram,4.8576,26.34,90.87,3.91
2021-07-16,2021,7,16,Thiruvananthapuram,3.7651,26.22,89.11,4.35
2021-07-17,2021,7,17,Thiruvananthapuram,6.21,26.02,90.62,3.83
2021-07-18,2021,7,18,Thiruvananthapuram,3.7591,25.92,92.07,4.56
2021-07-19,2021,7,19,Thiruvananthapuram,6.3924,26.04,90.41,3.95
2021-07-20,2021,7,20,Thiruvananthapuram,5.7389,26.15,90.38,4.2
2021-07-21,2021,7,21,Thiruvananthapuram,5.4746,26.12,91.08,4.33
2021-07-22,2021,7,22,Thiruvananthapuram,5.1492,26.45,92.28,4.46
2021-07-23,2021,7,23,Thiruvananthapuram,4.2811,26.27,92.24,5.43
2021-07-24,2021,7,24,Thiruvananthapuram,4.4527,26.15,86.84,5.59
2021-07-25,2021,7,25,Thiruvananthapuram,5.4372,25.87,88.08,5.01
2021-07-26,2021,7,26,Thiruvananthapuram,5.0621,25.87,88.29,4.8
2021-07-27,2021,7,27,Thiruvananthapuram,5.2066,26.24,90.55,4.18
2021-07-28,2021,7,28,Thiruvananthapuram,5.0431,26.19,91.3,3.95
2021-07-29,2021,7,29,Thiruvananthapuram,5.9364,26.22,89.31,4.55
2021-07-30,2021,7,30,Thiruvananthapuram,6.6442,26.54,88.14,4.64
2021-07-31,2021,7,31,Thiruvananthapuram,6.7085,26.63,86.9,4.87
2021-08-01,2021,8,1,Thiruvananthapuram,6.395,26.54,87.53,4.58
2021-08-02,2021,8,2,Thiruvananthapuram,5.9808,26.3,88.94,4.06
2021-08-03,2021,8,3,Thiruvananthapuram,5.7295,26.35,88.15,4.18
2021-08-04,2021,8,4,Thiruvananthapuram,5.2702,26.17,88.74,4.52
2021-08-05,2021,8,5,Thiruvananthapuram,5.2267,26.4,88.52,4.41
2021-08-06,2021,8,6,Thiruvananthapuram,4.1314,26.49,90.74,4.35
2021-08-07,2021,8,7,Thiruvananthapuram,3.2081,26.19,89.22,5.35
2021-08-08,2021,8,8,Thiruvananthapuram,4.2233,25.8,90.38,3.96
2021-08-09,2021,8,9,Thiruvananthapuram,5.9455,25.61,87.7,3.35
2021-08-10,2021,8,10,Thiruvananthapuram,5.0587,26.14,86.14,4.68
2021-08-11,2021,8,11,Thiruvananthapuram,4.1518,25.98,88.64,5.42
2021-08-12,2021,8,12,Thiruvananthapuram,3.7514,25.6,87.99,4.6
2021-08-13,2021,8,13,Thiruvananthapuram,4.2281,25.77,87.29,4.98
2021-08-14,2021,8,14,Thiruvananthapuram,5.6573,25.91,87.84,4.52
2021-08-15,2021,8,15,Thiruvananthapuram,4.6894,26.07,89.27,4.44
2021-08-16,2021,8,16,Thiruvananthapuram,5.412,25.6,88.77,4.15
2021-08-17,2021,8,17,Thiruvananthapuram,5.575,26.01,88.15,3.8
2021-08-18,2021,8,18,Thiruvananthapuram,4.0625,25.17,87.65,3.94
2021-08-19,2021,8,19,Thiruvananthapuram,5.359,25.69,87.85,3.43
2021-08-20,2021,8,20,Thiruvananthapuram,6.5374,25.83,89.48,3.02
2021-08-21,2021,8,21,Thiruvananthapuram,5.4677,25.8,90.42,3.0
2021-08-22,2021,8,22,Thiruvananthapuram,5.2483,25.31,91.26,2.18
2021-08-23,2021,8,23,Thiruvananthapuram,6.1142,25.59,88.2,2.18
2021-08-24,2021,8,24,Thiruvananthapuram,6.276,25.98,86.27,2.45
2021-08-25,2021,8,25,Thiruvananthapuram,5.9676,26.31,88.78,2.74
2021-08-26,2021,8,26,Thiruvananthapuram,3.4349,26.45,88.65,4.3
2021-08-27,2021,8,27,Thiruvananthapuram,5.0275,26.36,88.84,4.72
2021-08-28,2021,8,28,Thiruvananthapuram,3.4574,26.03,88.87,4.86
2021-08-29,2021,8,29,Thiruvananthapuram,4.373,25.8,88.8,5.22
2021-08-30,2021,8,30,Thiruvananthapuram,5.0294,25.93,87.43,4.41
2021-08-31,2021,8,31,Thiruvananthapuram,6.4529,26.45,87.43,3.56
2021-09-01,2021,9,1,Thiruvananthapuram,6.1298,26.28,89.73,3.63
2021-09-02,2021,9,2,Thiruvananthapuram,5.6098,26.0,90.74,3.4
2021-09-03,2021,9,3,Thiruvananthapuram,4.4078,26.18,88.51,3.05
2021-09-04,2021,9,4,Thiruvananthapuram,4.711,26.2,88.36,3.76
2021-09-05,2021,9,5,Thiruvananthapuram,4.8866,26.07,90.55,4.36
2021-09-06,2021,9,6,Thiruvananthapuram,5.1775,25.97,88.19,4.07
2021-09-07,2021,9,7,Thiruvananthapuram,5.4206,26.11,88.46,3.94
2021-09-08,2021,9,8,Thiruvananthapuram,6.7759,26.37,87.2,4.28
2021-09-09,2021,9,9,Thiruvananthapuram,6.7109,26.61,85.35,3.87
2021-09-10,2021,9,10,Thiruvananthapuram,6.6319,26.42,87.79,4.38
2021-09-11,2021,9,11,Thiruvananthapuram,5.8642,26.56,86.13,3.99
2021-09-12,2021,9,12,Thiruvananthapuram,3.7442,26.53,86.96,4.5
2021-09-13,2021,9,13,Thiruvananthapuram,3.2786,26.5,89.29,5.03
2021-09-14,2021,9,14,Thiruvananthapuram,6.347,26.62,90.53,3.81
2021-09-15,2021,9,15,Thiruvananthapuram,5.1228,26.62,91.62,3.44
2021-09-16,2021,9,16,Thiruvananthapuram,4.685,26.42,90.54,3.7
2021-09-17,2021,9,17,Thiruvananthapuram,6.3317,26.42,90.14,3.4
2021-09-18,2021,9,18,Thiruvananthapuram,5.5471,26.44,90.37,3.21
2021-09-19,2021,9,19,Thiruvananthapuram,5.6354,26.66,87.97,3.32
2021-09-20,2021,9,20,Thiruvananthapuram,5.9662,26.35,87.14,3.19
2021-09-21,2021,9,21,Thiruvananthapuram,6.7056,26.43,90.46,3.77
2021-09-22,2021,9,22,Thiruvananthapuram,6.6893,26.51,89.76,4.22
2021-09-23,2021,9,23,Thiruvananthapuram,6.4061,26.71,89.45,4.79
2021-09-24,2021,9,24,Thiruvananthapuram,6.0842,27.01,88.67,4.12
2021-09-25,2021,9,25,Thiruvananthapuram,5.4778,26.42,90.8,4.05
2021-09-26,2021,9,26,Thiruvananthapuram,3.6614,26.15,87.91,3.99
2021-09-27,2021,9,27,Thiruvananthapuram,3.2467,25.93,88.75,6.45
2021-09-28,2021,9,28,Thiruvananthapuram,2.6753,26.03,87.72,4.59
2021-09-29,2021,9,29,Thiruvananthapuram,6.0163,26.35,88.62,3.69
2021-09-30,2021,9,30,Thiruvananthapuram,5.4864,26.36,89.32,3.29
2021-10-01,2021,10,1,Thiruvananthapuram,3.941,26.11,89.17,3.02
2021-10-02,2021,10,2,Thiruvananthapuram,3.7397,25.16,92.35,3.2
2021-10-03,2021,10,3,Thiruvananthapuram,6.1123,26.3,89.68,3.02
2021-10-04,2021,10,4,Thiruvananthapuram,4.2468,25.68,90.61,2.14
2021-10-05,2021,10,5,Thiruvananthapuram,5.8572,26.15,89.17,2.81
2021-10-06,2021,10,6,Thiruvananthapuram,2.8793,26.04,90.41,2.71
2021-10-07,2021,10,7,Thiruvananthapuram,5.6544,26.31,90.83,2.71
2021-10-08,2021,10,8,Thiruvananthapuram,5.7125,26.73,90.23,3.59
2021-10-09,2021,10,9,Thiruvananthapuram,1.6435,26.65,90.24,3.85
2021-10-10,2021,10,10,Thiruvananthapuram,5.555,26.76,90.45,3.83
2021-10-11,2021,10,11,Thiruvananthapuram,2.5582,26.54,86.36,3.86
2021-10-12,2021,10,12,Thiruvananthapuram,4.0906,26.47,84.65,4.18
2021-10-13,2021,10,13,Thiruvananthapuram,6.3744,26.59,88.75,3.7
2021-10-14,2021,10,14,Thiruvananthapuram,5.693,27.09,87.89,4.08
2021-10-15,2021,10,15,Thiruvananthapuram,4.5828,27.19,87.08,4.22
2021-10-16,2021,10,16,Thiruvananthapuram,1.1686,27.08,90.61,5.63
2021-10-17,2021,10,17,Thiruvananthapuram,4.0351,26.9,88.66,5.46
2021-10-18,2021,10,18,Thiruvananthapuram,6.1109,26.68,85.57,4.67
2021-10-19,2021,10,19,Thiruvananthapuram,5.3647,26.54,87.46,3.28
2021-10-20,2021,10,20,Thiruvananthapuram,4.2497,26.19,89.97,2.87
2021-10-21,2021,10,21,Thiruvananthapuram,5.0892,26.6,86.96,1.83
2021-10-22,2021,10,22,Thiruvananthapuram,5.3052,26.66,86.13,1.35
2021-10-23,2021,10,23,Thiruvananthapuram,3.4524,26.08,88.66,2.1
2021-10-24,2021,10,24,Thiruvananthapuram,6.0444,26.3,85.82,2.52
2021-10-25,2021,10,25,Thiruvananthapuram,5.8687,26.77,85.09,1.82
2021-10-26,2021,10,26,Thiruvananthapuram,4.5715,26.74,83.51,1.28
2021-10-27,2021,10,27,Thiruvananthapuram,4.1882,26.3,84.3,1.65
2021-10-28,2021,10,28,Thiruvananthapuram,5.1898,26.31,77.15,1.07
2021-10-29,2021,10,29,Thiruvananthapuram,3.437,26.25,83.88,1.67
2021-10-30,2021,10,30,Thiruvananthapuram,3.5448,26.13,86.67,2.46
2021-10-31,2021,10,31,Thiruvananthapuram,3.9785,25.88,86.5,2.45
2021-11-01,2021,11,1,Thiruvananthapuram,2.3587,25.78,83.34,1.65
2021-11-02,2021,11,2,Thiruvananthapuram,5.3021,26.53,80.83,2.1
2021-11-03,2021,11,3,Thiruvananthapuram,4.4033,26.03,85.13,1.73
2021-11-04,2021,11,4,Thiruvananthapuram,3.6302,25.99,86.06,1.55
2021-11-05,2021,11,5,Thiruvananthapuram,5.095,25.78,89.77,2.53
2021-11-06,2021,11,6,Thiruvananthapuram,5.3489,26.49,86.64,2.03
2021-11-07,2021,11,7,Thiruvananthapuram,3.4106,26.18,90.33,2.86
2021-11-08,2021,11,8,Thiruvananthapuram,1.3534,25.54,89.32,3.18
2021-11-09,2021,11,9,Thiruvananthapuram,2.9731,25.12,84.74,2.98
2021-11-10,2021,11,10,Thiruvananthapuram,4.9164,25.63,85.19,2.99
2021-11-11,2021,11,11,Thiruvananthapuram,4.4374,25.45,91.22,3.89
2021-11-12,2021,11,12,Thiruvananthapuram,4.9906,26.55,87.2,5.06
2021-11-13,2021,11,13,Thiruvananthapuram,1.9126,26.63,88.41,4.83
2021-11-14,2021,11,14,Thiruvananthapuram,2.1074,26.21,89.37,4.92
2021-11-15,2021,11,15,Thiruvananthapuram,3.2155,26.67,88.62,3.78
2021-11-16,2021,11,16,Thiruvananthapuram,4.1405,26.51,87.5,2.95
2021-11-17,2021,11,17,Thiruvananthapuram,5.027,26.79,84.89,1.61
2021-11-18,2021,11,18,Thiruvananthapuram,4.3896,26.11,89.76,2.86
2021-11-19,2021,11,19,Thiruvananthapuram,4.8773,26.23,89.03,4.56
2021-11-20,2021,11,20,Thiruvananthapuram,6.0756,26.16,84.7,4.22
2021-11-21,2021,11,21,Thiruvananthapuram,5.9626,25.88,79.12,2.61
2021-11-22,2021,11,22,Thiruvananthapuram,5.9537,26.3,83.77,2.16
2021-11-23,2021,11,23,Thiruvananthapuram,3.6538,26.67,84.41,1.71
2021-11-24,2021,11,24,Thiruvananthapuram,2.491,26.0,84.44,2.34
2021-11-25,2021,11,25,Thiruvananthapuram,0.427,25.81,86.45,1.58
2021-11-26,2021,11,26,Thiruvananthapuram,1.9776,25.97,88.3,2.13
2021-11-27,2021,11,27,Thiruvananthapuram,4.8305,25.62,89.0,1.75
2021-11-28,2021,11,28,Thiruvananthapuram,4.1753,25.41,91.37,3.3
2021-11-29,2021,11,29,Thiruvananthapuram,3.4903,25.39,91.54,2.84
2021-11-30,2021,11,30,Thiruvananthapuram,5.19,26.03,87.14,2.37
2021-12-01,2021,12,1,Thiruvananthapuram,5.2762,26.7,84.26,1.88
2021-12-02,2021,12,2,Thiruvananthapuram,5.6191,26.89,82.01,0.98
2021-12-03,2021,12,3,Thiruvananthapuram,4.9757,26.61,83.57,1.58
2021-12-04,2021,12,4,Thiruvananthapuram,3.1913,26.49,83.01,1.36
2021-12-05,2021,12,5,Thiruvananthapuram,5.7578,26.73,84.06,1.6
2021-12-06,2021,12,6,Thiruvananthapuram,5.2404,27.07,79.97,1.29
2021-12-07,2021,12,7,Thiruvananthapuram,5.4538,27.25,81.77,1.42
2021-12-08,2021,12,8,Thiruvananthapuram,4.7182,26.66,83.73,2.44
2021-12-09,2021,12,9,Thiruvananthapuram,5.263,26.58,85.75,2.36
2021-12-10,2021,12,10,Thiruvananthapuram,5.8992,26.18,85.63,3.49
2021-12-11,2021,12,11,Thiruvananthapuram,6.1238,26.27,85.78,3.14
2021-12-12,2021,12,12,Thiruvananthapuram,5.5541,26.24,86.73,3.8
2021-12-13,2021,12,13,Thiruvananthapuram,5.3477,26.07,85.77,3.38
2021-12-14,2021,12,14,Thiruvananthapuram,5.6076,26.2,86.5,3.52
2021-12-15,2021,12,15,Thiruvananthapuram,4.6529,26.13,85.37,3.29
2021-12-16,2021,12,16,Thiruvananthapuram,5.5034,26.05,84.12,3.27
2021-12-17,2021,12,17,Thiruvananthapuram,5.3885,26.19,81.99,2.91
2021-12-18,2021,12,18,Thiruvananthapuram,5.4365,25.72,81.81,2.93
2021-12-19,2021,12,19,Thiruvananthapuram,5.0743,25.11,82.08,3.88
2021-12-20,2021,12,20,Thiruvananthapuram,5.0774,24.75,81.7,3.74
2021-12-21,2021,12,21,Thiruvananthapuram,5.1751,24.94,79.3,2.57
2021-12-22,2021,12,22,Thiruvananthapuram,5.1886,24.98,78.15,2.09
2021-12-23,2021,12,23,Thiruvananthapuram,5.1362,24.92,76.37,2.14
2021-12-24,2021,12,24,Thiruvananthapuram,5.4502,24.14,76.63,2.6
2021-12-25,2021,12,25,Thiruvananthapuram,5.4744,24.14,81.5,2.71
2021-12-26,2021,12,26,Thiruvananthapuram,5.4384,24.23,81.58,2.92
2021-12-27,2021,12,27,Thiruvananthapuram,6.1018,24.46,82.72,3.56
2021-12-28,2021,12,28,Thiruvananthapuram,6.0638,24.64,81.08,3.39
2021-12-29,2021,12,29,Thiruvananthapuram,6.1265,24.8,81.56,2.93
2021-12-30,2021,12,30,Thiruvananthapuram,6.0607,25.29,82.38,2.54
2021-12-31,2021,12,31,Thiruvananthapuram,5.7353,26.24,85.4,3.66
2022-01-01,2022,1,1,Thiruvananthapuram,5.6873,26.56,84.74,3.64
2022-01-02,2022,1,2,Thiruvananthapuram,5.9429,26.15,85.14,5.11
2022-01-03,2022,1,3,Thiruvananthapuram,5.8025,25.32,84.63,4.26
2022-01-04,2022,1,4,Thiruvananthapuram,5.7374,25.38,82.99,3.96
2022-01-05,2022,1,5,Thiruvananthapuram,5.6201,25.34,80.1,2.92
2022-01-06,2022,1,6,Thiruvananthapuram,5.4194,25.65,82.35,2.64
2022-01-07,2022,1,7,Thiruvananthapuram,5.8586,26.09,83.5,2.69
2022-01-08,2022,1,8,Thiruvananthapuram,5.3335,26.0,83.33,2.94
2022-01-09,2022,1,9,Thiruvananthapuram,5.6129,25.24,82.32,2.83
2022-01-10,2022,1,10,Thiruvananthapuram,5.7686,25.71,80.0,2.04
2022-01-11,2022,1,11,Thiruvananthapuram,5.9666,26.09,78.14,2.04
2022-01-12,2022,1,12,Thiruvananthapuram,5.8985,26.14,81.51,1.72
2022-01-13,2022,1,13,Thiruvananthapuram,5.9491,26.58,80.84,1.35
2022-01-14,2022,1,14,Thiruvananthapuram,5.9952,26.68,80.03,1.29
2022-01-15,2022,1,15,Thiruvananthapuram,5.8337,26.93,79.78,1.22
2022-01-16,2022,1,16,Thiruvananthapuram,6.0557,26.44,81.61,2.91
2022-01-17,2022,1,17,Thiruvananthapuram,6.1049,26.23,81.96,3.43
2022-01-18,2022,1,18,Thiruvananthapuram,6.2174,25.76,80.32,3.89
2022-01-19,2022,1,19,Thiruvananthapuram,6.2004,26.01,75.22,2.54
2022-01-20,2022,1,20,Thiruvananthapuram,5.7118,26.03,72.37,1.51
2022-01-21,2022,1,21,Thiruvananthapuram,5.2111,26.56,71.32,0.97
2022-01-22,2022,1,22,Thiruvananthapuram,5.5709,26.31,81.25,2.32
2022-01-23,2022,1,23,Thiruvananthapuram,5.7238,25.83,84.13,3.09
2022-01-24,2022,1,24,Thiruvananthapuram,5.8327,25.2,80.88,2.96
2022-01-25,2022,1,25,Thiruvananthapuram,5.6616,25.47,78.41,2.41
2022-01-26,2022,1,26,Thiruvananthapuram,5.4689,25.29,79.41,2.15
2022-01-27,2022,1,27,Thiruvananthapuram,5.5061,26.26,75.25,2.47
2022-01-28,2022,1,28,Thiruvananthapuram,6.3528,25.88,76.33,4.43
2022-01-29,2022,1,29,Thiruvananthapuram,6.2412,26.46,78.79,3.56
2022-01-30,2022,1,30,Thiruvananthapuram,6.3984,27.3,77.19,2.08
2022-01-31,2022,1,31,Thiruvananthapuram,6.1435,27.31,77.29,2.31
2022-02-01,2022,2,1,Thiruvananthapuram,5.8486,26.95,77.41,2.38
2022-02-02,2022,2,2,Thiruvananthapuram,5.9386,26.49,72.51,2.48
2022-02-03,2022,2,3,Thiruvananthapuram,5.7835,25.85,71.49,1.95
2022-02-04,2022,2,4,Thiruvananthapuram,6.1157,26.83,75.82,1.9
2022-02-05,2022,2,5,Thiruvananthapuram,6.4886,27.01,71.77,1.46
2022-02-06,2022,2,6,Thiruvananthapuram,6.0379,27.32,71.32,1.4
2022-02-07,2022,2,7,Thiruvananthapuram,6.0871,27.11,68.64,1.95
2022-02-08,2022,2,8,Thiruvananthapuram,5.9414,27.35,68.31,1.52
2022-02-09,2022,2,9,Thiruvananthapuram,5.8315,26.48,64.78,2.52
2022-02-10,2022,2,10,Thiruvananthapuram,5.7893,26.63,65.16,1.98
2022-02-11,2022,2,11,Thiruvananthapuram,4.8924,27.59,71.89,2.41
2022-02-12,2022,2,12,Thiruvananthapuram,5.4458,26.19,80.01,2.66
2022-02-13,2022,2,13,Thiruvananthapuram,5.0172,26.48,76.9,3.81
2022-02-14,2022,2,14,Thiruvananthapuram,6.1594,27.5,69.65,2.94
2022-02-15,2022,2,15,Thiruvananthapuram,4.859,27.24,69.39,2.87
2022-02-16,2022,2,16,Thiruvananthapuram,4.7594,27.27,68.06,2.24
2022-02-17,2022,2,17,Thiruvananthapuram,5.2565,27.64,65.18,1.59
2022-02-18,2022,2,18,Thiruvananthapuram,6.2647,27.58,66.2,2.44
2022-02-19,2022,2,19,Thiruvananthapuram,5.9165,28.26,68.16,2.69
2022-02-20,2022,2,20,Thiruvananthapuram,6.5359,28.05,70.9,2.33
2022-02-21,2022,2,21,Thiruvananthapuram,6.0881,28.46,72.65,1.64
2022-02-22,2022,2,22,Thiruvananthapuram,5.9585,28.09,74.12,1.58
2022-02-23,2022,2,23,Thiruvananthapuram,6.9473,27.98,66.67,3.22
2022-02-24,2022,2,24,Thiruvananthapuram,4.0027,27.77,65.8,2.77
2022-02-25,2022,2,25,Thiruvananthapuram,6.6406,28.32,66.12,2.43
2022-02-26,2022,2,26,Thiruvananthapuram,6.6372,28.34,63.6,2.37
2022-02-27,2022,2,27,Thiruvananthapuram,6.5078,28.37,70.57,3.23
2022-02-28,2022,2,28,Thiruvananthapuram,6.7354,28.13,63.08,2.59
2022-03-01,2022,3,1,Thiruvananthapuram,7.0147,28.44,60.71,1.87
2022-03-02,2022,3,2,Thiruvananthapuram,5.8565,28.1,55.51,2.8
2022-03-03,2022,3,3,Thiruvananthapuram,6.2976,28.26,58.16,2.26
2022-03-04,2022,3,4,Thiruvananthapuram,6.3682,28.61,60.99,1.76
2022-03-05,2022,3,5,Thiruvananthapuram,6.4097,28.74,64.85,1.47
2022-03-06,2022,3,6,Thiruvananthapuram,6.413,28.74,65.68,1.73
2022-03-07,2022,3,7,Thiruvananthapuram,5.9659,28.56,66.35,1.82
2022-03-08,2022,3,8,Thiruvananthapuram,6.8909,28.91,70.92,1.8
2022-03-09,2022,3,9,Thiruvananthapuram,6.9379,29.4,65.06,1.77
2022-03-10,2022,3,10,Thiruvananthapuram,6.8386,29.1,60.81,1.52
2022-03-11,2022,3,11,Thiruvananthapuram,7.0094,29.0,60.72,1.92
2022-03-12,2022,3,12,Thiruvananthapuram,6.7766,29.14,58.05,1.56
2022-03-13,2022,3,13,Thiruvananthapuram,7.1006,28.89,57.06,2.5
2022-03-14,2022,3,14,Thiruvananthapuram,6.7562,29.29,59.39,1.89
2022-03-15,2022,3,15,Thiruvananthapuram,5.8819,28.99,63.04,1.39
2022-03-16,2022,3,16,Thiruvananthapuram,4.6546,28.68,74.61,2.62
2022-03-17,2022,3,17,Thiruvananthapuram,5.1535,28.61,77.2,2.48
2022-03-18,2022,3,18,Thiruvananthapuram,6.0362,28.43,77.25,2.72
2022-03-19,2022,3,19,Thiruvananthapuram,6.0941,27.88,80.01,3.17
2022-03-20,2022,3,20,Thiruvananthapuram,5.629,28.04,78.04,4.01
2022-03-21,2022,3,21,Thiruvananthapuram,6.233,28.78,71.2,3.96
2022-03-22,2022,3,22,Thiruvananthapuram,6.407,29.09,71.43,4.03
2022-03-23,2022,3,23,Thiruvananthapuram,5.8704,29.08,72.32,2.67
2022-03-24,2022,3,24,Thiruvananthapuram,5.7346,28.87,74.13,2.78
2022-03-25,2022,3,25,Thiruvananthapuram,6.3876,28.6,72.85,2.47
2022-03-26,2022,3,26,Thiruvananthapuram,6.5414,29.17,67.96,1.62
2022-03-27,2022,3,27,Thiruvananthapuram,6.4104,29.49,67.7,1.37
2022-03-28,2022,3,28,Thiruvananthapuram,6.667,29.63,69.18,1.47
2022-03-29,2022,3,29,Thiruvananthapuram,6.7493,29.18,73.14,1.95
2022-03-30,2022,3,30,Thiruvananthapuram,6.4301,29.18,71.85,1.78
2022-03-31,2022,3,31,Thiruvananthapuram,6.6974,29.97,67.06,1.45
2022-04-01,2022,4,1,Thiruvananthapuram,6.0425,29.08,72.83,2.03
2022-04-02,2022,4,2,Thiruvananthapuram,5.9059,28.78,72.84,2.09
2022-04-03,2022,4,3,Thiruvananthapuram,6.2371,28.72,72.9,1.68
2022-04-04,2022,4,4,Thiruvananthapuram,6.4771,28.53,75.41,1.48
2022-04-05,2022,4,5,Thiruvananthapuram,6.4066,28.81,72.88,1.77
2022-04-06,2022,4,6,Thiruvananthapuram,6.6218,27.59,78.75,1.14
2022-04-07,2022,4,7,Thiruvananthapuram,6.9607,29.06,70.62,1.27
2022-04-08,2022,4,8,Thiruvananthapuram,3.8549,28.82,73.52,1.29
2022-04-09,2022,4,9,Thiruvananthapuram,5.305,27.66,77.45,2.16
2022-04-10,2022,4,10,Thiruvananthapuram,6.5544,28.13,75.61,2.6
2022-04-11,2022,4,11,Thiruvananthapuram,4.7134,28.19,81.26,2.39
2022-04-12,2022,4,12,Thiruvananthapuram,5.4194,28.51,75.39,0.87
2022-04-13,2022,4,13,Thiruvananthapuram,3.1901,26.9,81.74,1.51
2022-04-14,2022,4,14,Thiruvananthapuram,3.9766,27.49,74.86,1.81
2022-04-15,2022,4,15,Thiruvananthapuram,7.332,28.63,76.92,2.02
2022-04-16,2022,4,16,Thiruvananthapuram,6.7802,28.76,78.73,2.45
